"","dataid","clusterid","block","Nhh","Nlt18","Ncomp","momage","momheight","momeduy","dadeduy","dadagri","landacre","hfias","hfiacat","tubewell","watmin","storewat","treatwat","latown","latslab","latseal","latfeces","potty","humfeces","humfecesch","hwsw","hwss","hwsws","roof","walls","floor","cement","elec","asset_radio","asset_tvbw","asset_tvcol","asset_refrig","asset_bike","asset_moto","asset_sewmach","asset_phone","asset_tv","asset_wardrobe","asset_table","asset_chair","asset_clock","asset_khat","asset_chouki","asset_mobile","n_asset_mobile","hwcat"
"2457","59502","595",40,5,3,12,26,152.25,0,0,0,0.05,0,"Food Secure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,2,1
"2458","59503","595",40,7,3,7,29,140.45,0,4,0,0.04,11,"Severely Food Insecure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,1
"2459","59504","595",40,4,2,4,25,NA,0,0,0,0.14,0,"Food Secure",0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2460","59505","595",40,3,1,8,21,145.1,0,0,0,0.05,0,"Food Secure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,2,1
"2461","59506","595",40,4,1,14,24,149.9,5,5,0,0.12,0,"Food Secure",1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
"2462","59507","595",40,4,1,14,25,136.35,6,6,0,0.15,0,"Food Secure",1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,NA,1,1,1,1,1
"2463","59508","595",40,7,3,7,18,150.9,5,5,1,0.4,0,"Food Secure",1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1
"2464","59601","596",40,4,2,10,25,153.85,10,9,0,0.1,7,"Moderately Food Insecure",1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1
"2465","59602","596",40,4,2,12,30,142.4,10,12,0,0.05,2,"Moderately Food Insecure",1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,2,1
"2466","59603","596",40,7,0,7,28,148.45,15,10,0,0.2,0,"Food Secure",1,2,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,5,1
"2467","59604","596",40,9,4,16,17,NA,8,5,1,0.2,0,"Food Secure",1,2,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,NA,1,1,0,0,1
"2468","59605","596",40,3,1,8,29,154.9,4,0,0,NA,5,"Mildly Food Insecure",1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2469","59606","596",40,10,4,10,26,156.6,1,0,0,0.07,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,NA,1,1,1,1,2
"2470","59607","596",40,3,1,13,25,149.9,8,10,0,0.05,0,"Food Secure",1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1
"2471","59608","596",40,3,1,30,22,154.4,5,0,1,0.02,0,"Food Secure",1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"2472","59701","597",40,3,1,3,21,138.55,12,12,0,0.3,0,"Food Secure",0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,2,2
"2473","59702","597",40,3,1,12,29,NA,4,4,1,0.03,8,"Moderately Food Insecure",1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1
"2474","59703","597",40,3,1,10,25,148.1,6,5,0,0.05,0,"Food Secure",1,0,0,0,0,1,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
"2475","59704","597",40,4,2,13,30,145.9,0,0,1,0.12,0,"Food Secure",1,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2476","59705","597",40,3,1,11,30,149,12,14,1,0.3,0,"Food Secure",1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2
"2477","59706","597",40,4,0,4,23,150.3,9,9,0,0.34,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,2,1
"2478","59707","597",40,4,2,4,29,158.45,9,10,1,0.1,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
"2479","59708","597",40,2,0,16,19,NA,5,0,0,0.03,0,"Food Secure",1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,1,2,1
"2480","59801","598",40,7,1,25,20,150.95,4,0,1,0.02,12,"Severely Food Insecure",1,0,0,0,1,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,3,1
"2481","59802","598",40,3,1,28,25,141.5,0,0,0,0.01,8,"Severely Food Insecure",1,1,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"2482","59803","598",40,6,0,27,19,154.15,6,9,0,0.05,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,2,1
"2483","59804","598",40,3,1,20,23,148.3,4,4,1,0.02,1,"Mildly Food Insecure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"2484","59805","598",40,3,1,12,27,150.05,10,9,1,0.1,0,"Food Secure",1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2
"2485","59806","598",40,4,2,16,33,144.9,0,0,1,0.1,4,"Moderately Food Insecure",1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"2486","59807","598",40,5,3,8,35,NA,0,0,0,0.05,4,"Moderately Food Insecure",1,0,1,0,0,1,NA,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2487","59808","598",40,4,0,19,19,144.4,0,0,0,0.05,5,"Moderately Food Insecure",1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,2
"2488","59901","599",40,6,3,6,25,143.7,6,0,1,0.35,0,"Food Secure",1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"2489","59902","599",40,3,0,3,18,142.65,7,3,0,0.05,0,"Food Secure",1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,NA,0,1,1,1,1
"2490","59903","599",40,4,2,4,16,151.5,0,0,1,0.15,0,"Food Secure",1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,2
"2491","59904","599",40,4,1,8,20,151.45,9,12,0,0.1,0,"Food Secure",1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1
"2492","59905","599",40,3,1,9,19,145.7,4,6,0,0.05,0,"Food Secure",1,0,0,0,0,1,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,0,1,1,2,1
"2493","59906","599",40,4,2,11,25,148.25,5,16,1,0.03,0,"Food Secure",1,0,0,0,0,1,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
"2494","59907","599",40,7,2,7,23,152.3,4,4,1,0.16,3,"Mildly Food Insecure",1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,2,2
"2495","60001","600",41,4,1,14,28,144.45,0,0,0,NA,5,"Mildly Food Insecure",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2496","60002","600",41,4,2,12,23,165.95,6,7,0,0.03,3,"Mildly Food Insecure",0,0,1,0,0,1,0,1,0,1,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,NA,0,1,1,1,NA
"2497","60003","600",41,10,6,10,22,142.15,7,5,0,0.33,0,"Food Secure",1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,NA,1,1,1,3,1
"2498","60004","600",41,2,0,7,18,143.85,4,5,0,0.07,0,"Food Secure",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,0,1,0,0,1
"2499","60005","600",41,9,6,9,35,148.15,0,0,1,0.16,0,"Food Secure",1,0,0,0,1,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
"2500","60006","600",41,7,2,7,19,145.35,10,9,0,0.2,0,"Food Secure",1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1
"2501","60008","600",41,3,1,14,18,NA,5,0,0,0.03,0,"Food Secure",1,0,0,0,0,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,1,1,1
"2502","60101","601",41,3,1,10,17,140.05,0,0,0,NA,0,"Food Secure",1,2,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2503","60102","601",41,5,2,23,26,143.75,0,0,0,0.05,0,"Food Secure",1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,1
"2504","60103","601",41,5,3,9,28,145.6,5,7,0,0.02,14,"Severely Food Insecure",1,3,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,1,2,1
"2505","60104","601",41,6,4,16,27,149.6,2,1,0,0.02,0,"Food Secure",1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,1,2,1
"2506","60105","601",41,14,6,14,27,148.6,5,4,1,0.5,0,"Food Secure",1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,4,1
"2507","60106","601",41,3,1,22,23,149.6,9,9,0,0.05,0,"Food Secure",1,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"2508","60107","601",41,5,3,19,30,148.75,3,0,0,0.03,0,"Food Secure",1,2,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2509","60108","601",41,3,0,22,22,157.7,9,9,0,0.03,0,"Food Secure",1,1,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,NA,0,1,1,2,1
"2510","60201","602",41,12,3,12,23,NA,9,9,1,0.3,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,4,1
"2511","60202","602",41,9,4,9,21,156,8,1,1,0.3,0,"Food Secure",1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,2
"2512","60203","602",41,6,4,6,30,NA,8,5,0,0.15,0,"Food Secure",1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,NA,0,1,1,1,1
"2513","60204","602",41,6,3,12,35,150.5,0,0,1,0.04,7,"Mildly Food Insecure",1,0,0,0,1,0,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,1
"2514","60205","602",41,7,2,7,18,152.6,9,12,0,0.1,0,"Food Secure",1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,2,1
"2515","60206","602",41,6,4,6,35,143.05,0,0,1,0.05,0,"Food Secure",1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,2
"2516","60207","602",41,5,1,5,25,146.5,4,0,1,0.15,6,"Moderately Food Insecure",1,0,1,0,1,0,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,0,1,1,1,1
"2517","60208","602",41,2,1,7,16,152.55,3,0,1,0.03,6,"Moderately Food Insecure",1,0,1,0,0,0,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"2518","60301","603",41,6,2,23,17,NA,5,5,0,0.05,6,"Moderately Food Insecure",1,0,1,0,0,0,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,NA,1,0,1,1,1
"2519","60302","603",41,14,5,14,18,152.25,9,5,0,0.15,5,"Moderately Food Insecure",1,0,0,0,1,1,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3,1
"2520","60303","603",41,5,1,11,20,157.4,7,4,1,0.2,0,"Food Secure",1,0,1,0,0,1,NA,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,NA,1,1,1,3,1
"2521","60304","603",41,7,1,15,24,153.25,5,5,0,0.05,0,"Food Secure",1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2522","60305","603",41,13,6,18,25,143.95,5,0,0,0.2,0,"Food Secure",1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,1,1,1,2,1
"2523","60306","603",41,4,2,4,22,149.6,4,4,0,0.05,1,"Food Secure",0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,1,1,1,1
"2524","60307","603",41,4,1,20,25,143.3,5,0,0,0.1,0,"Food Secure",1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1
"2525","60308","603",41,10,3,20,23,146.15,12,9,0,0.1,0,"Food Secure",1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,4,1
"2526","60401","604",41,2,0,9,19,NA,5,2,0,0.01,3,"Mildly Food Insecure",1,0,0,0,0,1,NA,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,2
"2527","60402","604",41,6,2,6,21,154.1,9,9,1,0.16,0,"Food Secure",1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,1
"2528","60403","604",41,6,0,10,17,156.5,10,10,1,0.25,0,"Food Secure",1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3,1
"2529","60404","604",41,5,3,5,42,151.05,0,0,1,0.03,0,"Food Secure",1,0,0,0,1,1,NA,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,2
"2530","60405","604",41,4,2,4,30,152.8,0,0,1,0.05,2,"Mildly Food Insecure",1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,2
"2531","60406","604",41,6,1,6,18,159.2,10,12,0,0.1,0,"Food Secure",1,0,0,0,1,1,NA,0,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,2,NA
"2532","60407","604",41,6,2,25,22,157.65,8,9,0,0.07,0,"Food Secure",1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,2,2
"2533","60408","604",41,5,0,5,18,148.65,3,3,1,0.14,0,"Food Secure",1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,2,2
"2534","60501","605",41,3,1,3,36,147.4,0,0,0,0.1,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,1
"2535","60502","605",41,4,2,16,27,148.55,0,0,0,0.1,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,1
"2536","60503","605",41,6,2,6,25,145.15,5,8,0,0.04,0,"Food Secure",1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,NA,1,1,1,3,2
"2537","60504","605",41,3,1,3,20,NA,7,5,0,0.05,0,"Food Secure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,NA,1,1,1,1,1
"2538","60505","605",41,3,1,16,26,151.15,9,5,1,0.1,0,"Food Secure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,1
"2539","60506","605",41,2,0,14,20,147,5,8,0,0.1,0,"Food Secure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2540","60507","605",41,4,0,26,19,141.1,8,8,0,0.06,0,"Food Secure",1,0,0,0,1,1,NA,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,2
"2541","60508","605",41,3,1,7,25,143.95,0,0,1,0.03,0,"Food Secure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2542","60601","606",41,3,1,3,24,136.6,0,5,0,0.1,0,"Food Secure",1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,NA,1,0,1,1,1
"2543","60602","606",41,7,3,7,31,154.1,7,0,0,0.1,0,"Food Secure",1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,1
"2544","60603","606",41,4,2,13,23,150.4,0,0,0,0.03,0,"Food Secure",1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,1
"2545","60604","606",41,3,0,9,20,157.15,6,8,0,0.05,0,"Food Secure",1,1,0,0,1,1,0,1,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,2,NA
"2546","60605","606",41,3,1,8,26,157.3,7,5,1,0.06,0,"Food Secure",1,2,1,0,1,1,0,1,0,0,0,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,NA
"2547","60606","606",41,5,1,8,30,NA,0,0,1,0.06,0,"Food Secure",1,2,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,1
"2548","60607","606",41,12,5,12,22,NA,0,5,0,0.05,0,"Food Secure",1,0,0,0,1,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,1,2,1
"2549","60701","607",41,4,2,5,25,NA,4,5,1,0.1,1,"Mildly Food Insecure",1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,NA,1,0,1,1,1
"2550","60702","607",41,6,2,6,17,146.25,8,4,0,0.02,2,"Moderately Food Insecure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
"2551","60703","607",41,22,8,22,30,156.45,10,10,0,0.26,0,"Food Secure",1,2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,5,2
"2552","60704","607",41,4,2,11,29,155.15,0,0,1,0.04,5,"Moderately Food Insecure",1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,1
"2553","60705","607",41,4,0,4,18,NA,5,5,0,0.16,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,3,2
"2554","60706","607",41,6,1,27,17,149.35,4,0,0,NA,0,"Food Secure",1,0,1,0,0,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,NA,1,1,1,3,1
"2555","60707","607",41,2,0,10,18,NA,0,0,0,0.05,0,"Food Secure",1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"2556","60708","607",41,4,2,7,25,144,10,5,1,0.05,0,"Food Secure",0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,1
"2557","60801","608",42,3,1,10,23,NA,5,5,1,0.01,6,"Moderately Food Insecure",1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,1,1,0
"2558","60802","608",42,5,2,9,27,147.7,0,0,0,0.1,8,"Moderately Food Insecure",0,2,1,0,0,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,0
"2559","60803","608",42,4,2,11,30,154.95,0,0,0,0.05,13,"Severely Food Insecure",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,NA,0,1,0,0,1
"2560","60804","608",42,3,1,10,18,NA,0,4,1,0.02,0,"Food Secure",1,0,1,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2561","60805","608",42,3,2,9,17,148.3,0,0,0,NA,1,"Food Secure",0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2562","60806","608",42,2,0,2,28,158.3,2,5,0,0.2,0,"Food Secure",0,2,1,0,1,0,NA,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,NA,1,1,1,2,1
"2563","60807","608",42,6,3,11,33,143.05,0,0,0,0.03,6,"Moderately Food Insecure",1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,NA,0,1,1,1,0
"2564","60808","608",42,5,2,7,30,NA,4,9,0,0.08,2,"Moderately Food Insecure",0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,2,1
"2565","60901","609",42,2,0,5,18,155.5,6,0,1,0.12,0,"Food Secure",1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,2
"2566","60902","609",42,4,2,4,25,150.3,0,0,1,0.05,9,"Moderately Food Insecure",1,0,0,0,1,0,NA,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,1
"2567","60903","609",42,3,1,3,22,151.75,0,5,0,0.03,3,"Mildly Food Insecure",1,0,0,0,1,0,NA,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,0,0,1
"2568","60904","609",42,2,0,14,18,142.75,8,7,1,0.01,7,"Moderately Food Insecure",1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
"2569","60905","609",42,4,2,4,28,159,0,0,0,0.2,1,"Food Secure",1,0,0,0,1,0,NA,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,1,2,0
"2570","60906","609",42,3,1,11,20,149.65,5,0,1,0.07,7,"Moderately Food Insecure",1,0,1,0,0,0,NA,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"2571","60907","609",42,2,1,7,16,152.4,5,5,1,0.03,4,"Moderately Food Insecure",1,0,0,0,0,1,NA,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,1
