"","dataid","clusterid","block","Nhh","Nlt18","Ncomp","momage","momheight","momeduy","dadeduy","dadagri","landacre","hfias","hfiacat","tubewell","watmin","storewat","treatwat","latown","latslab","latseal","latfeces","potty","humfeces","humfecesch","hwsw","hwss","hwsws","roof","walls","floor","cement","elec","asset_radio","asset_tvbw","asset_tvcol","asset_refrig","asset_bike","asset_moto","asset_sewmach","asset_phone","asset_tv","asset_wardrobe","asset_table","asset_chair","asset_clock","asset_khat","asset_chouki","asset_mobile","n_asset_mobile","hwcat"
"1721","50103","501",28,5,2,5,30,145.4,0,0,0,0.08,5,"Moderately Food Insecure",1,0,0,0,1,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"1722","50104","501",28,4,2,10,26,143.6,5,5,0,0.07,0,"Food Secure",1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,2,1
"1723","50105","501",28,5,3,9,29,150.1,0,0,0,0.07,2,"Mildly Food Insecure",1,5,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,1
"1724","50106","501",28,5,3,5,30,NA,0,0,0,0.1,0,"Food Secure",1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,2
"1725","50107","501",28,3,1,14,20,148.3,5,0,0,0.02,4,"Moderately Food Insecure",1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,1
"1726","50108","501",28,3,0,15,17,151.35,4,7,1,0.4,7,"Moderately Food Insecure",1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,2
"1727","50201","502",28,6,3,14,30,146.85,0,0,1,0.03,5,"Moderately Food Insecure",1,0,1,0,0,NA,NA,NA,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"1728","50202","502",28,2,0,6,22,153.4,9,9,1,0.05,0,"Food Secure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,NA,1,0,1,1,1
"1729","50203","502",28,3,1,19,22,150.6,5,9,1,0.06,4,"Moderately Food Insecure",0,2,1,0,0,1,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,0,1,1,1,1
"1730","50204","502",28,2,1,8,17,145.05,0,5,0,0.02,0,"Food Secure",1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,2
"1731","50205","502",28,6,2,11,28,149.7,0,7,1,0.06,0,"Food Secure",1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1
"1732","50206","502",28,9,6,9,37,148.1,3,0,1,0.3,6,"Moderately Food Insecure",1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,1,1,0,0,2
"1733","50207","502",28,7,1,18,21,145,12,9,1,0.16,0,"Food Secure",1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,4,2
"1734","50208","502",28,4,1,35,22,155.65,7,0,1,0.01,2,"Moderately Food Insecure",1,0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,1,1,1
"1735","50301","503",28,2,0,6,19,148.25,0,5,0,0.04,1,"Food Secure",1,0,0,0,0,1,NA,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,1
"1736","50302","503",28,2,0,2,22,148.05,7,0,1,0.06,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,1,1,1
"1737","50303","503",28,3,1,9,21,149.9,0,0,1,0.1,14,"Severely Food Insecure",1,5,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"1738","50304","503",28,3,0,12,20,146.1,5,8,0,0.16,0,"Food Secure",1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,2,1
"1739","50305","503",28,3,1,17,22,153.8,4,2,1,0.08,0,"Food Secure",1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,1
"1740","50306","503",28,6,3,6,38,NA,0,0,1,0.04,6,"Moderately Food Insecure",1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,0,0,1
"1741","50307","503",28,8,1,18,20,146.85,8,5,1,0.32,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,5,1
"1742","50308","503",28,4,2,10,28,152.55,2,0,1,0.2,6,"Moderately Food Insecure",1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,1,1
"1743","50401","504",29,9,3,23,20,156.35,12,5,0,0.25,4,"Mildly Food Insecure",0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,NA,0,0,1,3,2
"1744","50402","504",29,6,2,12,35,144.1,0,0,0,0.12,0,"Food Secure",1,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,1
"1745","50403","504",29,3,1,11,24,149.05,0,0,0,0.03,6,"Moderately Food Insecure",1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"1746","50404","504",29,5,3,5,25,149.7,0,5,1,0.2,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,2
"1747","50405","504",29,6,2,9,22,157.3,0,9,0,0.07,6,"Moderately Food Insecure",1,0,0,0,0,1,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,1,1,1,2,1
"1748","50406","504",29,6,2,11,18,149.4,5,5,0,0.1,0,"Food Secure",1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,1,3,1
"1749","50407","504",29,5,2,5,17,NA,6,5,0,0.2,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,2,1
"1750","50408","504",29,6,1,11,38,151.65,7,10,0,0.08,2,"Mildly Food Insecure",1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2
"1751","50501","505",29,3,1,31,20,158.8,5,5,0,0.02,8,"Moderately Food Insecure",1,0,1,0,0,NA,NA,NA,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"1752","50502","505",29,4,1,31,30,150.1,5,4,0,0.03,7,"Moderately Food Insecure",1,0,0,0,0,NA,NA,NA,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,1,0,0,1
"1753","50503","505",29,3,1,20,24,151.35,0,0,1,0.01,12,"Severely Food Insecure",1,0,0,0,0,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"1754","50504","505",29,4,2,17,25,155.6,7,5,0,0.1,0,"Food Secure",1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,1,1,1,1,2
"1755","50505","505",29,9,0,17,20,156.3,4,2,0,0.15,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,1,1,1,2,1
"1756","50506","505",29,10,5,19,17,142.75,7,0,0,0.04,0,"Food Secure",1,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
"1757","50507","505",29,9,7,9,36,138.5,4,0,0,0.1,10,"Moderately Food Insecure",1,0,0,0,1,0,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,0,0,1
"1758","50508","505",29,12,5,17,25,141.9,9,0,1,0.2,1,"Mildly Food Insecure",1,0,0,0,0,0,NA,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,1,1
"1759","50601","506",29,3,1,15,22,149.85,0,0,1,0.05,3,"Mildly Food Insecure",1,0,0,0,1,0,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"1760","50602","506",29,2,1,23,18,140.9,5,0,0,NA,3,"Mildly Food Insecure",1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"1761","50603","506",29,7,3,7,22,NA,4,4,0,0.06,0,"Food Secure",1,0,1,0,1,0,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,1,1,1,2,1
"1762","50604","506",29,3,0,12,18,153.85,8,4,1,0.16,0,"Food Secure",1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,1
"1763","50605","506",29,8,3,8,29,147.1,10,9,0,0.6,0,"Food Secure",1,3,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,NA,1,1,1,7,1
"1764","50606","506",29,6,2,11,22,151.9,9,10,0,0.2,0,"Food Secure",1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1
"1765","50607","506",29,3,2,7,30,149.3,5,10,0,0.12,0,"Food Secure",1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,2
"1766","50608","506",29,2,0,12,25,NA,9,5,0,0.11,6,"Moderately Food Insecure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,NA,1,1,1,2,1
"1767","50701","507",29,4,2,23,21,148,10,12,1,0.08,0,"Food Secure",1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,2
"1768","50702","507",29,9,4,9,16,149.5,8,5,0,1.04,0,"Food Secure",1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,3,2
"1769","50703","507",29,4,2,4,28,146.5,3,0,1,0.18,7,"Moderately Food Insecure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,NA,1,0,1,1,1
"1770","50704","507",29,4,2,4,23,155,5,4,1,0.08,5,"Moderately Food Insecure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,NA,0,1,1,2,1
"1771","50705","507",29,6,2,14,22,146.8,0,0,0,0.04,2,"Moderately Food Insecure",1,1,0,0,1,1,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2
"1772","50706","507",29,3,1,21,22,150.7,8,5,1,1.2,1,"Mildly Food Insecure",1,1,1,0,0,1,NA,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,NA,1,1,1,1,1
"1773","50707","507",29,6,4,23,NA,148.55,5,9,1,0.08,0,"Food Secure",1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,NA,1,1,0,0,2
"1774","50708","507",29,4,2,23,30,148.45,8,5,1,0.08,0,"Food Secure",1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,NA,1,0,1,1,1
"1775","50801","508",29,6,1,10,18,146.75,7,9,1,0.45,0,"Food Secure",1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,NA,1,1,1,2,1
"1776","50802","508",29,6,1,6,22,148.05,6,5,1,0.14,0,"Food Secure",1,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,NA,1,1,1,1,NA
"1777","50803","508",29,5,3,22,36,148.1,4,0,1,0.06,10,"Moderately Food Insecure",1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,1,1,1,1
"1778","50804","508",29,3,1,15,22,NA,5,7,0,0.06,0,"Food Secure",1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,1,1,4,1
"1779","50805","508",29,4,2,11,28,166.4,5,0,1,0.05,14,"Moderately Food Insecure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,1,1,1
"1780","50806","508",29,5,2,12,25,152.45,5,7,1,0.04,8,"Moderately Food Insecure",1,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,0,1,1,1,1
"1781","50807","508",29,7,2,12,30,152.1,7,5,1,0.04,0,"Food Secure",1,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,0,1,1,2,1
"1782","50808","508",29,5,2,5,25,NA,7,5,0,0.13,0,"Food Secure",1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,2,2
"1783","50901","509",29,3,1,13,24,147.7,9,5,1,0.07,2,"Mildly Food Insecure",1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,0,1,1,1,1
"1784","50902","509",29,6,2,36,26,NA,8,5,1,0.25,11,"Moderately Food Insecure",1,0,0,0,1,0,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,1,1,1,1,1
"1785","50903","509",29,4,1,9,24,NA,0,0,0,0.05,0,"Food Secure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
"1786","50904","509",29,8,4,8,30,150.15,6,9,1,0.8,0,"Food Secure",1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,1,1,1,1,1
"1787","50905","509",29,7,1,14,26,NA,6,4,1,0.09,0,"Food Secure",1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1
"1788","50906","509",29,3,1,8,23,157.95,0,0,1,0.1,5,"Mildly Food Insecure",1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,2
"1789","50907","509",29,5,2,36,20,157.6,9,3,1,0.23,0,"Food Secure",1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,1,1,1,1,1
"1790","50908","509",29,4,0,18,18,160.5,9,8,1,0.15,0,"Food Secure",1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
"1791","51001","510",29,6,4,11,30,150.15,4,4,1,0.3,0,"Food Secure",1,4,1,0,0,NA,NA,NA,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,NA,1,0,1,1,1
"1792","51002","510",29,4,1,10,31,158.5,12,12,0,0.3,0,"Food Secure",1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,1,1
"1793","51003","510",29,8,3,16,17,147.85,8,8,0,0.15,0,"Food Secure",1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2
"1794","51004","510",29,4,2,10,26,148.9,7,5,0,0.1,6,"Moderately Food Insecure",1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"1795","51005","510",29,5,3,5,37,157.25,2,0,1,0.2,10,"Moderately Food Insecure",1,0,0,0,1,1,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,1
"1796","51006","510",29,3,1,8,20,152.4,8,7,0,0.09,2,"Mildly Food Insecure",1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,0,0,2
"1797","51007","510",29,2,0,8,19,143.85,6,0,1,0.07,0,"Food Secure",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,1,1,1
"1798","51008","510",29,2,0,8,22,157.45,5,0,1,0.07,0,"Food Secure",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,1,1,1
"1799","51101","511",29,3,1,9,21,150.6,5,0,0,0.06,0,"Food Secure",1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,1,1,1
"1800","51102","511",29,4,2,11,28,138.9,0,5,0,0.05,3,"Moderately Food Insecure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,NA,1,0,1,1,1
"1801","51103","511",29,4,1,4,23,151.15,10,5,0,0.3,0,"Food Secure",1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,2,2
"1802","51104","511",29,4,0,15,19,140.6,4,9,0,0.25,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,4,2
"1803","51105","511",29,2,0,14,23,126.5,5,0,1,0.09,0,"Food Secure",0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"1804","51106","511",29,5,1,5,19,150.15,5,0,1,0.08,5,"Moderately Food Insecure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,1
"1805","51107","511",29,5,2,13,32,NA,4,0,1,0.06,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,1,1,1
"1806","51108","511",29,8,2,13,26,NA,7,0,1,0.3,0,"Food Secure",1,0,0,0,1,0,NA,NA,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,1,1
"1807","51201","512",30,3,1,26,26,142.2,3,4,1,0.05,2,"Mildly Food Insecure",1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1
"1808","51202","512",30,4,2,38,36,155.5,0,9,1,0.04,0,"Food Secure",1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,NA,1,1,1,1,1
"1809","51203","512",30,2,0,9,20,NA,4,8,0,0.05,0,"Food Secure",1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,NA,1,0,1,2,1
"1810","51204","512",30,2,0,11,20,152.6,4,4,0,0.05,5,"Moderately Food Insecure",1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,1,1,1
"1811","51205","512",30,3,1,8,23,154,7,0,1,0.02,1,"Food Secure",1,0,0,0,1,1,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,0,0,1
"1812","51206","512",30,3,1,37,24,152.1,5,5,0,0.06,4,"Moderately Food Insecure",1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,1
"1813","51207","512",30,3,0,37,27,149.15,8,5,1,0.1,0,"Food Secure",1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,1,1
"1814","51208","512",30,5,3,17,30,150.2,0,0,0,0.01,0,"Food Secure",0,3,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,1,1,NA
"1815","51301","513",30,7,3,11,20,156,12,14,1,0.1,0,"Food Secure",1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3,2
"1816","51302","513",30,6,4,7,35,145.65,3,0,0,0.02,18,"Severely Food Insecure",1,0,0,0,1,0,NA,NA,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,1,1,1
"1817","51303","513",30,4,2,8,26,149.25,5,0,1,0.03,6,"Moderately Food Insecure",1,0,0,0,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,0,0,2
"1818","51304","513",30,8,4,16,36,151.85,0,0,0,0.03,12,"Moderately Food Insecure",1,1,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,1,NA
"1819","51305","513",30,4,2,8,34,150.1,4,0,0,0.03,0,"Food Secure",1,0,0,0,0,0,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,1
"1820","51306","513",30,5,2,16,26,153.2,0,3,0,0.05,0,"Food Secure",1,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,1,NA
"1821","51307","513",30,4,2,15,36,155.95,0,8,0,0.25,0,"Food Secure",1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
"1822","51308","513",30,6,1,11,24,155.85,5,9,0,0.1,9,"Moderately Food Insecure",1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,NA,1,1,1,1,2
"1823","51401","514",30,6,2,10,28,143.6,7,2,1,0.23,6,"Moderately Food Insecure",1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,1
"1824","51402","514",30,3,1,20,23,149.9,5,5,1,0.05,0,"Food Secure",0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,2,1
"1825","51403","514",30,6,1,25,20,144.1,7,7,1,0.05,0,"Food Secure",1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,2,1
"1826","51404","514",30,7,3,20,20,153.65,6,3,1,0.13,0,"Food Secure",1,0,0,0,1,0,NA,NA,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,2
"1827","51405","514",30,4,2,29,30,153.7,4,9,0,NA,0,"Food Secure",1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,NA,1,1,1,1,1
"1828","51406","514",30,2,0,12,18,142.7,2,2,1,0.05,0,"Food Secure",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,1,1,1
"1829","51407","514",30,3,1,21,22,153.75,5,0,1,NA,5,"Moderately Food Insecure",1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,1,1
"1830","51408","514",30,6,4,8,28,NA,5,0,0,0.17,0,"Food Secure",1,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,1,1,NA
"1831","51501","515",30,6,1,12,20,148.3,3,7,0,0.03,7,"Moderately Food Insecure",1,3,1,0,1,1,0,1,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,1,0,0,NA
"1832","51502","515",30,6,3,11,29,147.3,0,0,0,0.02,15,"Severely Food Insecure",1,0,0,0,0,1,NA,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,0,0,1
"1833","51503","515",30,4,2,11,27,150.25,5,3,0,0.04,6,"Mildly Food Insecure",1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,1,1,1,2,1
"1834","51504","515",30,6,2,11,20,159.2,5,8,0,0.15,0,"Food Secure",1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,NA,1,1,1,2,1
