"","dataid","clusterid","block","svy","storewat","freechl","latseal","latfeces","humfeces","hwsw","hwss","hwsws","lnsp","rlnsp","hwcat"
"8278","67801","678",50,2,0,0,1,1,1,1,0,0,NA,NA,1
"8279","67801","678",50,0,0,NA,NA,0,1,1,0,0,NA,NA,1
"8280","67802","678",50,0,0,NA,NA,0,0,1,1,1,NA,NA,2
"8281","67802","678",50,1,0,0,1,1,1,1,0,0,NA,NA,1
"8282","67802","678",50,2,1,0,1,0,1,1,1,1,NA,NA,2
"8283","67803","678",50,0,0,NA,0,1,1,1,0,0,NA,NA,1
"8284","67803","678",50,2,1,0,1,1,1,1,0,0,NA,NA,1
"8285","67804","678",50,0,0,NA,0,1,1,1,0,0,NA,NA,1
"8286","67804","678",50,2,0,0,1,1,1,1,0,0,NA,NA,1
"8287","67804","678",50,1,0,0,1,1,1,1,0,0,NA,NA,1
"8288","67805","678",50,1,0,0,1,0,1,1,0,0,NA,NA,1
"8289","67805","678",50,2,0,0,1,1,1,1,0,0,NA,NA,1
"8290","67805","678",50,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"8291","67806","678",50,0,0,NA,1,1,1,1,1,1,NA,NA,2
"8292","67806","678",50,2,1,0,1,1,1,1,1,1,NA,NA,2
"8293","67806","678",50,1,0,0,1,0,1,1,0,0,NA,NA,1
"8294","67807","678",50,2,0,0,1,1,1,1,1,1,NA,NA,2
"8295","67807","678",50,1,0,0,1,1,1,1,1,1,NA,NA,2
"8296","67807","678",50,0,0,NA,1,1,1,1,1,1,NA,NA,2
"8297","67808","678",50,0,1,NA,0,1,1,1,0,0,NA,NA,1
"8298","67808","678",50,1,1,0,0,1,1,1,0,0,NA,NA,1
"8299","67808","678",50,2,1,0,1,0,1,1,0,0,NA,NA,1
"8300","67901","679",50,1,0,0,0,0,1,1,0,0,NA,NA,1
"8301","67901","679",50,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8302","67901","679",50,2,0,0,NA,0,1,1,0,0,NA,NA,1
"8303","67902","679",50,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"8304","67902","679",50,2,0,0,0,1,1,1,0,0,NA,NA,1
"8305","67902","679",50,1,1,0,0,0,1,1,0,0,NA,NA,1
"8306","67903","679",50,1,1,0,NA,1,1,1,0,0,NA,NA,1
"8307","67903","679",50,0,0,NA,NA,1,1,1,0,0,NA,NA,1
"8308","67903","679",50,2,0,0,0,1,1,1,1,1,NA,NA,2
"8309","67904","679",50,0,0,NA,0,0,1,1,1,1,NA,NA,2
"8310","67905","679",50,1,0,0,0,1,1,1,0,0,NA,NA,1
"8311","67905","679",50,0,0,NA,0,0,1,1,1,1,NA,NA,2
"8312","67905","679",50,2,0,0,0,1,1,1,1,1,NA,NA,2
"8313","67906","679",50,1,1,0,1,1,1,1,0,0,NA,NA,1
"8314","67906","679",50,2,0,0,0,0,1,1,0,0,NA,NA,1
"8315","67906","679",50,0,0,NA,0,1,1,1,0,0,NA,NA,1
"8316","67907","679",50,2,0,0,0,1,1,1,0,0,NA,NA,1
"8317","67907","679",50,0,0,NA,0,0,0,1,0,0,NA,NA,1
"8318","67907","679",50,1,1,0,1,1,1,1,0,0,NA,NA,1
"8319","67908","679",50,2,0,0,1,1,1,1,1,1,NA,NA,2
"8320","67908","679",50,0,0,NA,0,0,1,1,1,1,NA,NA,2
"8321","68001","680",51,1,0,0,1,1,1,1,0,0,NA,NA,1
"8322","68001","680",51,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"8323","68001","680",51,2,1,0,1,1,1,1,1,1,NA,NA,2
"8324","68002","680",51,2,0,0,1,1,1,1,1,1,NA,NA,2
"8325","68002","680",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8326","68002","680",51,1,1,0,1,1,1,1,0,0,NA,NA,1
"8327","68003","680",51,1,1,0,1,1,1,1,0,0,NA,NA,1
"8328","68003","680",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8329","68003","680",51,2,0,0,1,1,1,1,0,0,NA,NA,1
"8330","68004","680",51,0,0,NA,1,1,1,1,0,0,NA,NA,1
"8331","68004","680",51,1,0,0,1,1,1,1,1,1,NA,NA,2
"8332","68004","680",51,2,0,0,1,1,1,1,0,0,NA,NA,1
"8333","68005","680",51,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"8334","68005","680",51,1,0,0,1,1,1,1,0,0,NA,NA,1
"8335","68006","680",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8336","68007","680",51,0,1,NA,0,1,1,1,0,0,NA,NA,1
"8337","68008","680",51,2,1,0,1,1,1,1,1,1,NA,NA,2
"8338","68008","680",51,1,0,0,1,1,1,1,0,0,NA,NA,1
"8339","68008","680",51,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"8340","68101","681",51,1,0,0,NA,NA,0,1,0,0,NA,NA,1
"8341","68101","681",51,0,0,NA,NA,NA,1,1,1,1,NA,NA,2
"8342","68102","681",51,2,1,0,0,1,1,1,0,0,0.6666666,1,1
"8343","68102","681",51,1,0,0,0,0,1,1,0,0,NA,0.2857143,1
"8344","68102","681",51,0,0,NA,1,0,1,1,0,0,NA,NA,1
"8345","68103","681",51,1,1,0,NA,NA,1,NA,NA,NA,1,1,NA
"8346","68103","681",51,2,1,0,NA,NA,1,0,0,0,8,1,0
"8347","68103","681",51,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"8348","68104","681",51,1,1,0,0,0,1,1,0,0,NA,1,1
"8349","68104","681",51,2,1,0,1,1,1,1,0,0,0.9038461,0.7142857,1
"8350","68104","681",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8351","68105","681",51,2,1,0,0,0,1,1,0,0,0.5192308,0.7142857,1
"8352","68105","681",51,0,1,NA,0,0,0,1,0,0,NA,NA,1
"8353","68105","681",51,1,0,0,1,0,1,1,0,0,NA,1,1
"8354","68106","681",51,0,1,NA,NA,NA,1,1,1,1,NA,NA,2
"8355","68107","681",51,1,0,0,0,1,1,1,0,0,NA,NA,1
"8356","68107","681",51,0,1,NA,NA,0,0,1,1,1,NA,NA,2
"8357","68107","681",51,2,0,0,0,1,1,1,0,0,0.075,0.1428571,1
"8358","68108","681",51,2,0,0,0,0,1,1,1,1,0.6538461,1,2
"8359","68108","681",51,1,0,0,1,1,1,1,1,1,NA,NA,2
"8360","68108","681",51,0,0,NA,1,1,0,1,1,1,NA,NA,2
"8361","68201","682",51,1,0,0,NA,NA,1,1,0,0,NA,NA,1
"8362","68201","682",51,2,0,0,0,0,1,1,0,0,NA,NA,1
"8363","68201","682",51,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"8364","68202","682",51,1,0,0,0,0,1,1,0,0,NA,NA,1
"8365","68202","682",51,2,0,0,0,0,1,1,0,0,NA,NA,1
"8366","68202","682",51,0,0,NA,0,0,1,1,1,1,NA,NA,2
"8367","68203","682",51,2,0,0,0,0,0,1,1,1,NA,NA,2
"8368","68203","682",51,0,0,NA,1,1,1,1,1,1,NA,NA,2
"8369","68203","682",51,1,0,0,0,1,1,1,1,1,NA,NA,2
"8370","68204","682",51,0,1,NA,1,1,1,1,1,1,NA,NA,2
"8371","68204","682",51,2,1,0,0,1,1,1,1,1,NA,NA,2
"8372","68205","682",51,1,1,0,0,0,1,1,0,0,NA,NA,1
"8373","68205","682",51,0,0,NA,0,1,0,1,0,0,NA,NA,1
"8374","68205","682",51,2,1,0,0,0,1,1,0,0,NA,NA,1
"8375","68206","682",51,0,0,NA,0,1,1,1,1,1,NA,NA,2
"8376","68207","682",51,2,0,0,NA,1,0,1,0,0,NA,NA,1
"8377","68207","682",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8378","68207","682",51,1,0,0,0,0,1,1,0,0,NA,NA,1
"8379","68208","682",51,0,0,NA,0,0,0,1,1,1,NA,NA,2
"8380","68208","682",51,2,0,0,0,1,1,1,1,1,NA,NA,2
"8381","68208","682",51,1,0,0,0,1,1,1,0,0,NA,NA,1
"8382","68301","683",51,2,1,1,1,1,1,1,1,1,NA,NA,2
"8383","68301","683",51,1,1,0,1,1,1,1,1,1,NA,NA,2
"8384","68301","683",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8385","68302","683",51,1,1,1,1,1,1,1,1,1,NA,NA,2
"8386","68302","683",51,2,1,1,1,1,1,1,1,1,NA,NA,2
"8387","68302","683",51,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA
"8388","68303","683",51,2,1,1,1,1,1,1,1,1,NA,NA,2
"8389","68303","683",51,0,0,NA,0,0,0,1,0,0,NA,NA,1
"8390","68303","683",51,1,1,0,1,1,1,1,1,1,NA,NA,2
"8391","68304","683",51,1,1,1,1,0,1,1,1,1,NA,NA,2
"8392","68304","683",51,2,1,1,1,1,1,1,0,0,NA,NA,1
"8393","68304","683",51,0,0,NA,NA,0,1,1,1,1,NA,NA,2
"8394","68305","683",51,1,1,0,1,1,1,1,1,1,NA,NA,2
"8395","68305","683",51,0,0,NA,0,0,1,1,1,1,NA,NA,2
"8396","68305","683",51,2,1,1,1,0,1,1,1,1,NA,NA,2
"8397","68306","683",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8398","68306","683",51,1,1,1,1,1,1,1,1,1,NA,NA,2
"8399","68306","683",51,2,1,1,1,1,1,1,1,1,NA,NA,2
"8400","68307","683",51,2,1,1,1,1,1,0,0,0,NA,NA,0
"8401","68307","683",51,0,1,NA,1,1,1,1,1,1,NA,NA,2
"8402","68307","683",51,1,1,1,1,1,1,1,1,1,NA,NA,2
"8403","68308","683",51,0,0,NA,1,0,1,1,0,0,NA,NA,1
"8404","68401","684",51,0,0,NA,0,0,1,1,1,1,NA,NA,2
"8405","68401","684",51,2,1,1,0,1,1,1,1,1,NA,NA,2
"8406","68401","684",51,1,1,0,1,1,1,1,0,0,NA,NA,1
"8407","68402","684",51,0,0,NA,NA,NA,1,1,1,1,NA,NA,2
"8408","68402","684",51,2,1,1,0,0,1,1,0,0,NA,NA,1
"8409","68402","684",51,1,1,0,NA,NA,1,1,0,0,NA,NA,1
"8410","68403","684",51,2,1,1,0,0,1,1,0,0,NA,NA,1
"8411","68403","684",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8412","68403","684",51,1,1,1,0,1,1,1,0,0,NA,NA,1
"8413","68404","684",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8414","68405","684",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8415","68405","684",51,2,1,1,0,0,1,1,0,0,NA,NA,1
"8416","68405","684",51,1,1,1,NA,0,1,1,0,0,NA,NA,1
"8417","68406","684",51,2,1,1,1,1,1,1,0,0,NA,NA,1
"8418","68406","684",51,1,1,1,1,1,1,1,0,0,NA,NA,1
"8419","68406","684",51,0,0,NA,1,0,1,1,0,0,NA,NA,1
"8420","68407","684",51,1,1,1,0,0,1,1,1,1,NA,NA,2
"8421","68407","684",51,0,0,NA,1,1,0,1,0,0,NA,NA,1
"8422","68407","684",51,2,1,1,1,1,1,1,0,0,NA,NA,1
"8423","68501","685",51,1,0,0,0,0,1,1,0,0,NA,NA,1
"8424","68501","685",51,2,1,0,0,1,1,1,1,1,NA,NA,2
"8425","68501","685",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8426","68502","685",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8427","68502","685",51,1,0,0,0,1,1,1,0,0,NA,NA,1
"8428","68502","685",51,2,1,0,0,1,1,1,0,0,NA,NA,1
"8429","68503","685",51,2,1,0,NA,1,1,1,0,0,NA,NA,1
"8430","68503","685",51,1,0,0,0,1,1,1,0,0,NA,NA,1
"8431","68503","685",51,0,1,NA,0,1,1,1,1,1,NA,NA,2
"8432","68504","685",51,1,0,0,0,0,1,1,0,0,NA,NA,1
"8433","68504","685",51,2,0,0,0,1,1,1,0,0,NA,NA,1
"8434","68504","685",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8435","68505","685",51,2,1,0,0,0,1,1,0,0,NA,NA,1
"8436","68505","685",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8437","68505","685",51,1,1,0,0,0,1,1,0,0,NA,NA,1
"8438","68506","685",51,0,1,NA,0,0,0,1,1,1,NA,NA,2
"8439","68506","685",51,1,1,0,0,1,1,1,0,0,NA,NA,1
"8440","68506","685",51,2,0,0,0,1,1,1,0,0,NA,NA,1
"8441","68507","685",51,0,0,NA,1,1,1,1,0,0,NA,NA,1
"8442","68507","685",51,2,0,0,1,0,1,1,0,0,NA,NA,1
"8443","68507","685",51,1,0,0,1,0,1,1,1,1,NA,NA,2
"8444","68508","685",51,1,0,0,0,1,1,1,0,0,NA,NA,1
"8445","68508","685",51,2,0,0,0,1,1,1,0,0,NA,NA,1
"8446","68508","685",51,0,0,NA,0,1,1,1,0,0,NA,NA,1
"8447","68601","686",51,1,0,0,0,1,1,1,1,1,NA,NA,2
"8448","68601","686",51,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"8449","68601","686",51,2,0,0,NA,0,1,1,1,1,NA,NA,2
"8450","68602","686",51,1,1,0,0,1,1,1,1,1,NA,NA,2
"8451","68602","686",51,2,0,0,NA,0,1,1,1,1,NA,NA,2
"8452","68602","686",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8453","68603","686",51,2,0,0,1,1,1,1,1,1,NA,NA,2
"8454","68603","686",51,1,0,0,1,0,1,1,0,0,NA,NA,1
"8455","68603","686",51,0,0,NA,1,1,1,1,1,1,NA,NA,2
"8456","68604","686",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8457","68605","686",51,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"8458","68605","686",51,2,0,0,1,1,1,1,1,1,NA,NA,2
"8459","68605","686",51,1,0,0,NA,1,1,1,1,1,NA,NA,2
"8460","68606","686",51,0,0,NA,1,0,1,1,0,0,NA,NA,1
"8461","68606","686",51,1,0,0,1,0,1,1,1,1,NA,NA,2
"8462","68606","686",51,2,1,0,0,1,1,1,1,1,NA,NA,2
"8463","68607","686",51,1,0,0,NA,NA,1,1,0,0,NA,NA,1
"8464","68607","686",51,2,1,0,NA,NA,1,1,1,1,NA,NA,2
"8465","68607","686",51,0,0,NA,0,1,1,1,1,1,NA,NA,2
"8466","68608","686",51,0,0,NA,0,1,1,1,0,0,NA,NA,1
"8467","68608","686",51,1,0,0,0,1,1,1,1,1,NA,NA,2
"8468","68608","686",51,2,0,0,0,1,1,1,1,1,NA,NA,2
"8469","68701","687",51,0,1,NA,0,0,1,0,0,0,NA,NA,0
"8470","68701","687",51,2,1,0,1,1,1,1,1,1,0.4375,0.2142857,2
"8471","68701","687",51,1,1,0,1,1,1,1,1,1,NA,NA,2
"8472","68702","687",51,2,1,1,1,0,1,1,1,1,0.44,0.7142857,2
"8473","68702","687",51,0,1,NA,0,0,0,0,0,0,NA,NA,0
"8474","68703","687",51,2,1,1,1,0,1,1,1,1,0.0882353,NA,2
"8475","68703","687",51,1,1,1,1,1,1,1,1,1,NA,1,2
"8476","68703","687",51,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"8477","68704","687",51,2,1,1,1,0,1,1,0,0,0.64,0.8571429,1
"8478","68704","687",51,1,1,0,1,1,1,1,1,1,NA,NA,2
"8479","68704","687",51,0,0,NA,0,0,0,1,0,0,NA,NA,1
"8480","68705","687",51,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8481","68706","687",51,1,1,0,1,1,1,1,1,1,NA,0.7142857,2
"8482","68706","687",51,0,1,NA,0,0,1,0,0,0,NA,NA,0
"8483","68706","687",51,2,1,0,1,1,1,1,1,1,1.02,1,2
"8484","68707","687",51,0,1,NA,NA,0,0,1,0,0,NA,NA,1
"8485","68707","687",51,2,1,1,1,1,1,1,1,1,0.9583334,1,2
"8486","68707","687",51,1,1,1,1,1,1,1,1,1,0.4666667,1,2
"8487","68708","687",51,2,1,0,1,1,1,1,1,1,0.96,1,2
"8488","68708","687",51,0,1,NA,0,1,1,1,0,0,NA,NA,1
"8489","68708","687",51,1,1,1,1,1,1,1,1,1,1.125,0.5714286,2
"8490","68801","688",52,1,1,0,NA,NA,1,1,0,0,NA,NA,1
"8491","68801","688",52,0,1,NA,0,0,0,1,0,0,NA,NA,1
"8492","68801","688",52,2,1,0,0,1,1,0,0,0,NA,NA,0
"8493","68802","688",52,2,0,0,0,1,1,0,0,0,NA,NA,0
"8494","68802","688",52,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"8495","68802","688",52,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA
"8496","68803","688",52,2,1,0,0,1,1,1,1,1,NA,NA,2
"8497","68803","688",52,0,1,NA,0,1,1,1,1,1,NA,NA,2
"8498","68803","688",52,1,1,0,0,0,1,1,1,1,NA,NA,2
"8499","68804","688",52,2,1,0,NA,NA,1,0,0,0,NA,NA,0
"8500","68804","688",52,0,1,NA,NA,NA,0,1,0,0,NA,NA,1
"8501","68804","688",52,1,1,0,NA,NA,0,1,1,1,NA,NA,2
"8502","68805","688",52,0,1,NA,1,1,1,1,0,0,NA,NA,1
"8503","68805","688",52,1,1,0,1,0,1,1,0,0,NA,NA,1
"8504","68805","688",52,2,1,0,0,0,1,1,0,0,NA,NA,1
"8505","68806","688",52,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"8506","68806","688",52,1,0,0,0,0,1,1,0,0,NA,NA,1
"8507","68806","688",52,2,1,0,0,1,1,1,0,0,NA,NA,1
"8508","68807","688",52,0,1,NA,0,0,1,1,0,0,NA,NA,1
"8509","68807","688",52,2,1,0,1,0,1,1,0,0,NA,NA,1
"8510","68807","688",52,1,1,0,1,1,1,1,0,0,NA,NA,1
"8511","68808","688",52,0,0,NA,NA,NA,0,1,0,0,NA,NA,1
"8512","68808","688",52,1,1,0,NA,NA,0,1,0,0,NA,NA,1
"8513","68808","688",52,2,1,0,1,1,1,0,0,0,NA,NA,0
"8514","68901","689",52,2,1,1,1,1,1,1,1,1,0.6,0.5,2
"8515","68901","689",52,1,1,1,1,1,1,1,1,1,0.5625,1,2
"8516","68901","689",52,0,1,NA,0,1,0,1,0,0,NA,NA,1
"8517","68902","689",52,1,1,1,1,1,1,1,1,1,1,1,2
"8518","68902","689",52,2,1,1,1,1,1,1,1,1,0.66,1,2
"8519","68902","689",52,0,1,NA,0,0,1,0,0,0,NA,NA,0
"8520","68903","689",52,0,1,NA,0,0,1,1,0,0,NA,NA,1
"8521","68904","689",52,1,1,0,1,1,1,1,1,1,NA,NA,2
"8522","68904","689",52,0,1,NA,0,0,1,1,1,1,NA,NA,2
"8523","68904","689",52,2,1,1,1,1,1,1,1,1,1,0.1428571,2
"8524","68905","689",52,2,1,1,1,0,1,1,1,1,1,0.7142857,2
"8525","68905","689",52,0,0,NA,0,1,1,1,0,0,NA,NA,1
"8526","68905","689",52,1,1,1,1,1,1,1,1,1,1.3125,0.7142857,2
"8527","68906","689",52,0,1,NA,0,1,1,1,1,1,NA,NA,2
"8528","68906","689",52,2,1,1,1,1,1,1,1,1,0.98,1,2
"8529","68906","689",52,1,1,1,1,1,1,1,1,1,1.285714,1,2
"8530","68907","689",52,0,0,NA,1,1,1,1,0,0,NA,NA,1
"8531","68907","689",52,2,1,1,1,1,1,1,1,1,0.98,1,2
"8532","68907","689",52,1,1,0,1,1,1,1,1,1,1.071429,1,2
"8533","68908","689",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8534","68908","689",52,2,1,1,1,1,1,1,1,1,0.96,1,2
"8535","68908","689",52,1,1,0,1,1,1,1,0,0,1.357143,1,1
"8536","69001","690",52,2,1,0,1,0,1,0,0,0,NA,NA,0
"8537","69001","690",52,1,1,0,1,1,0,1,0,0,NA,NA,1
"8538","69001","690",52,0,1,NA,0,1,1,1,0,0,NA,NA,1
"8539","69002","690",52,1,0,0,1,1,1,1,0,0,NA,NA,1
"8540","69002","690",52,2,1,0,1,0,1,0,0,0,NA,NA,0
"8541","69002","690",52,0,1,NA,0,1,1,1,0,0,NA,NA,1
"8542","69003","690",52,1,1,0,1,1,1,1,1,1,NA,NA,2
"8543","69003","690",52,2,1,0,1,1,1,1,0,0,NA,NA,1
"8544","69003","690",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8545","69004","690",52,0,0,NA,1,1,1,1,0,0,NA,NA,1
"8546","69005","690",52,0,0,NA,0,0,1,1,1,1,NA,NA,2
"8547","69005","690",52,2,1,0,1,0,1,1,0,0,NA,NA,1
"8548","69005","690",52,1,1,0,1,1,1,1,0,0,NA,NA,1
"8549","69006","690",52,0,0,NA,NA,NA,1,1,0,0,NA,NA,1
"8550","69006","690",52,2,0,0,1,1,1,1,0,0,NA,NA,1
"8551","69006","690",52,1,1,0,1,1,1,1,0,0,NA,NA,1
"8552","69007","690",52,2,1,0,1,0,1,1,1,1,NA,NA,2
"8553","69007","690",52,1,0,0,1,1,1,1,0,0,NA,NA,1
"8554","69007","690",52,0,1,NA,0,0,1,1,0,0,NA,NA,1
"8555","69008","690",52,1,0,0,1,1,1,1,0,0,NA,NA,1
"8556","69008","690",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8557","69008","690",52,2,0,0,1,1,1,1,0,0,NA,NA,1
"8558","69101","691",52,1,0,0,0,1,1,1,1,1,NA,NA,2
"8559","69101","691",52,0,0,NA,NA,0,1,1,0,0,NA,NA,1
"8560","69101","691",52,2,0,0,0,1,1,1,1,1,NA,NA,2
"8561","69102","691",52,2,1,0,0,1,1,1,1,1,NA,NA,2
"8562","69102","691",52,1,1,0,0,1,1,1,1,1,NA,NA,2
"8563","69102","691",52,0,0,NA,0,0,0,0,1,0,NA,NA,1
"8564","69103","691",52,2,0,0,0,0,1,0,1,0,NA,NA,1
"8565","69103","691",52,1,1,0,0,1,1,1,1,1,NA,NA,2
"8566","69103","691",52,0,0,NA,0,0,0,1,0,0,NA,NA,1
"8567","69104","691",52,2,1,0,1,1,1,1,1,1,NA,NA,2
"8568","69104","691",52,1,0,0,0,0,1,1,0,0,NA,NA,1
"8569","69104","691",52,0,0,NA,1,1,1,1,0,0,NA,NA,1
"8570","69105","691",52,0,1,NA,NA,NA,1,1,0,0,NA,NA,1
"8571","69105","691",52,2,1,0,0,0,1,1,1,1,NA,NA,2
"8572","69105","691",52,1,0,0,NA,0,1,1,1,1,NA,NA,2
"8573","69106","691",52,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"8574","69106","691",52,2,1,0,0,1,1,0,0,0,NA,NA,0
"8575","69106","691",52,1,1,0,0,0,1,1,1,1,NA,NA,2
"8576","69107","691",52,2,0,0,0,1,1,1,0,0,NA,NA,1
"8577","69107","691",52,1,0,0,0,0,1,1,1,1,NA,NA,2
"8578","69107","691",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8579","69108","691",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8580","69108","691",52,1,1,0,0,0,1,1,1,1,NA,NA,2
"8581","69108","691",52,2,0,0,0,0,1,1,0,0,NA,NA,1
"8582","69201","692",52,2,0,0,1,0,1,1,0,0,NA,NA,1
"8583","69201","692",52,0,1,NA,1,1,1,1,0,0,NA,NA,1
"8584","69201","692",52,1,1,0,0,1,1,1,0,0,NA,NA,1
"8585","69202","692",52,0,1,NA,1,0,1,0,0,0,NA,NA,0
"8586","69202","692",52,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA
"8587","69202","692",52,2,1,1,NA,NA,1,1,0,0,NA,NA,1
"8588","69203","692",52,1,1,0,0,1,1,1,1,1,NA,NA,2
"8589","69203","692",52,0,0,NA,0,0,0,1,0,0,NA,NA,1
"8590","69203","692",52,2,1,1,0,0,1,1,0,0,NA,NA,1
"8591","69204","692",52,0,1,NA,0,0,0,1,0,0,NA,NA,1
"8592","69204","692",52,2,1,1,0,1,1,1,0,0,NA,NA,1
"8593","69204","692",52,1,1,1,1,0,1,1,0,0,NA,NA,1
"8594","69205","692",52,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA
"8595","69205","692",52,1,1,1,0,0,1,1,0,0,NA,NA,1
"8596","69205","692",52,2,1,1,0,1,1,0,0,0,NA,NA,0
"8597","69206","692",52,2,1,1,0,0,1,1,1,1,NA,NA,2
"8598","69206","692",52,1,0,0,0,1,1,1,1,1,NA,NA,2
"8599","69206","692",52,0,0,NA,1,1,1,1,1,1,NA,NA,2
"8600","69207","692",52,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"8601","69208","692",52,1,1,0,NA,0,1,1,0,0,NA,NA,1
"8602","69208","692",52,0,0,NA,NA,0,0,1,0,0,NA,NA,1
"8603","69208","692",52,2,1,1,0,0,1,1,0,0,NA,NA,1
"8604","69301","693",52,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA
"8605","69301","693",52,1,1,0,0,1,1,1,0,0,NA,NA,1
"8606","69301","693",52,2,1,0,0,0,1,1,0,0,NA,NA,1
"8607","69302","693",52,0,0,NA,0,1,1,1,0,0,NA,NA,1
"8608","69302","693",52,2,0,0,0,0,1,1,0,0,NA,NA,1
"8609","69302","693",52,1,0,0,0,0,1,1,1,1,NA,NA,2
"8610","69303","693",52,1,0,0,0,0,1,1,0,0,NA,NA,1
"8611","69303","693",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8612","69304","693",52,2,0,0,0,0,1,1,0,0,NA,NA,1
"8613","69304","693",52,1,1,0,0,1,1,1,0,0,NA,NA,1
"8614","69304","693",52,0,0,NA,NA,0,1,1,0,0,NA,NA,1
"8615","69305","693",52,2,1,0,1,0,1,1,0,0,NA,NA,1
"8616","69305","693",52,1,1,0,1,1,1,1,0,0,NA,NA,1
"8617","69305","693",52,0,0,NA,1,0,1,1,0,0,NA,NA,1
"8618","69306","693",52,1,0,0,1,1,1,1,1,1,NA,NA,2
"8619","69306","693",52,0,1,NA,0,0,1,1,0,0,NA,NA,1
"8620","69306","693",52,2,0,0,1,0,1,1,0,0,NA,NA,1
"8621","69307","693",52,2,1,0,0,0,1,1,0,0,NA,NA,1
"8622","69307","693",52,0,0,NA,NA,0,0,1,0,0,NA,NA,1
"8623","69307","693",52,1,0,0,0,0,1,1,0,0,NA,NA,1
"8624","69308","693",52,0,1,NA,1,1,1,1,0,0,NA,NA,1
"8625","69401","694",52,0,0,NA,1,0,1,1,0,0,NA,NA,1
"8626","69401","694",52,2,0,0,0,0,1,1,1,1,0.9166666,1,2
"8627","69401","694",52,1,0,0,0,1,1,1,0,0,1.071429,1,1
"8628","69402","694",52,1,0,0,0,0,1,1,1,1,NA,1,2
"8629","69402","694",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8630","69402","694",52,2,1,0,0,0,1,1,1,1,1,1,2
"8631","69403","694",52,1,0,0,0,0,1,1,1,1,0.9,1,2
"8632","69403","694",52,0,0,NA,0,1,1,1,1,1,NA,NA,2
"8633","69403","694",52,2,0,0,0,1,1,1,1,1,0,1,2
"8634","69404","694",52,1,0,0,0,0,1,1,0,0,0.9583334,1,1
"8635","69404","694",52,2,0,0,0,0,1,1,0,0,0.7826087,0.5714286,1
"8636","69404","694",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8637","69405","694",52,2,0,0,1,1,1,1,1,1,0.7,1,2
"8638","69405","694",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8639","69405","694",52,1,0,0,0,0,1,1,0,0,1,1,1
"8640","69406","694",52,1,0,0,0,0,1,1,0,0,NA,NA,1
"8641","69406","694",52,2,0,0,0,0,1,1,0,0,0.2142857,0.5714286,1
"8642","69406","694",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8643","69407","694",52,0,0,NA,0,0,1,1,0,0,NA,NA,1
"8644","69407","694",52,1,0,0,0,0,1,1,0,0,0.9444445,1,1
