"","dataid","clusterid","block","svy","storewat","freechl","latseal","latfeces","humfeces","hwsw","hwss","hwsws","lnsp","rlnsp","hwcat"
"2743","41101","411",17,0,1,NA,1,1,1,1,0,0,NA,NA,1
"2744","41101","411",17,2,1,0,1,1,1,1,1,1,0.875,1,2
"2745","41101","411",17,1,0,0,1,1,1,1,1,1,0.9,1,2
"2746","41102","411",17,1,0,0,0,1,1,1,0,0,0.9285714,1,1
"2747","41102","411",17,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2748","41102","411",17,2,0,0,0,1,1,1,0,0,0.9,1,1
"2749","41103","411",17,1,1,0,0,0,1,NA,NA,NA,0.9,1,NA
"2750","41103","411",17,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2751","41103","411",17,2,0,0,0,1,1,1,1,1,0.90625,0.5714286,2
"2752","41104","411",17,1,0,0,0,0,1,NA,NA,NA,1,1,NA
"2753","41104","411",17,2,0,0,0,1,1,1,0,0,0.9,1,1
"2754","41104","411",17,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2755","41105","411",17,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2756","41106","411",17,1,0,0,0,0,1,1,0,0,1.026316,1,1
"2757","41106","411",17,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA
"2758","41107","411",17,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA
"2759","41107","411",17,2,0,0,0,1,1,1,1,1,1,0.8571429,2
"2760","41107","411",17,1,1,0,0,0,1,NA,NA,NA,0.8947368,0.4285714,NA
"2761","41108","411",17,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA
"2762","41201","412",17,1,1,0,1,1,1,1,1,1,0.75,1,2
"2763","41201","412",17,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2764","41202","412",17,1,1,1,1,1,1,1,1,1,1.027778,1,2
"2765","41202","412",17,2,1,0,1,1,1,1,1,1,1.4,1,2
"2766","41202","412",17,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2767","41203","412",17,0,1,NA,1,1,1,1,0,0,NA,NA,1
"2768","41203","412",17,1,1,0,1,1,1,1,0,0,1.083333,1,1
"2769","41203","412",17,2,1,1,1,1,1,1,1,1,1.166667,1,2
"2770","41204","412",17,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2771","41204","412",17,1,1,1,1,1,1,1,1,1,1.055556,1,2
"2772","41204","412",17,2,1,1,1,1,1,1,1,1,NA,1,2
"2773","41205","412",17,2,1,1,1,0,1,1,1,1,NA,NA,2
"2774","41205","412",17,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2775","41205","412",17,1,1,1,1,1,1,1,1,1,NA,1,2
"2776","41206","412",17,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2777","41206","412",17,2,0,1,1,0,1,1,1,1,1,1,2
"2778","41206","412",17,1,1,0,1,1,1,1,1,1,1.055556,1,2
"2779","41207","412",17,1,1,1,1,1,1,1,0,0,1,1,1
"2780","41207","412",17,2,1,1,1,0,1,1,1,1,1.166667,1,2
"2781","41207","412",17,0,1,NA,1,1,1,1,0,0,NA,NA,1
"2782","41208","412",17,2,1,1,1,1,1,1,1,1,1,1,2
"2783","41208","412",17,1,1,0,1,1,1,1,1,1,1.055556,1,2
"2784","41208","412",17,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA
"2785","41301","413",17,2,0,0,0,0,1,1,0,0,NA,NA,1
"2786","41301","413",17,1,0,0,0,0,1,1,0,0,NA,NA,1
"2787","41301","413",17,0,0,NA,1,1,1,1,0,0,NA,NA,1
"2788","41302","413",17,0,0,NA,0,0,1,1,0,0,NA,NA,1
"2789","41302","413",17,2,0,0,NA,NA,1,1,0,0,NA,NA,1
"2790","41302","413",17,1,1,0,NA,NA,1,1,1,1,NA,NA,2
"2791","41303","413",17,0,0,NA,0,0,1,1,1,1,NA,NA,2
"2792","41303","413",17,1,1,0,0,0,1,1,1,1,NA,NA,2
"2793","41303","413",17,2,0,0,0,1,1,1,1,1,NA,NA,2
"2794","41304","413",17,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2795","41304","413",17,2,0,0,0,0,1,1,0,0,NA,NA,1
"2796","41304","413",17,1,0,0,1,1,1,1,0,0,NA,NA,1
"2797","41305","413",17,0,1,NA,0,0,1,1,1,1,NA,NA,2
"2798","41305","413",17,1,0,0,0,0,1,1,0,0,NA,NA,1
"2799","41305","413",17,2,0,0,0,1,1,1,1,1,NA,NA,2
"2800","41306","413",17,1,1,0,0,0,1,1,1,1,NA,NA,2
"2801","41306","413",17,2,0,0,0,1,1,1,1,1,NA,NA,2
"2802","41306","413",17,0,0,NA,0,0,1,1,0,0,NA,NA,1
"2803","41401","414",17,2,0,0,1,1,1,1,0,0,NA,NA,1
"2804","41401","414",17,1,1,0,1,1,1,1,0,0,NA,NA,1
"2805","41401","414",17,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2806","41402","414",17,0,0,NA,NA,0,1,1,0,0,NA,NA,1
"2807","41402","414",17,1,0,0,1,1,1,1,0,0,NA,NA,1
"2808","41403","414",17,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2809","41403","414",17,1,0,0,1,1,1,1,0,0,NA,NA,1
"2810","41403","414",17,2,0,0,1,1,1,1,1,1,NA,NA,2
"2811","41404","414",17,1,0,0,1,1,1,1,0,0,NA,NA,1
"2812","41404","414",17,2,0,0,1,1,1,1,0,0,NA,NA,1
"2813","41404","414",17,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"2814","41405","414",17,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA
"2815","41405","414",17,0,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA
"2816","41405","414",17,2,1,0,1,1,1,1,0,0,NA,NA,1
"2817","41406","414",17,1,0,0,1,1,1,1,0,0,NA,NA,1
"2818","41406","414",17,2,1,0,1,1,1,1,1,1,NA,NA,2
"2819","41406","414",17,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA
"2820","41407","414",17,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2821","41407","414",17,2,1,0,1,1,1,1,1,1,NA,NA,2
"2822","41408","414",17,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA
"2823","41408","414",17,0,0,NA,0,0,1,1,0,0,NA,NA,1
"2824","41408","414",17,2,1,0,1,1,1,1,0,0,NA,NA,1
"2825","41501","415",17,0,0,NA,0,0,1,1,0,0,NA,NA,1
"2826","41501","415",17,2,1,0,0,0,1,1,0,0,NA,NA,1
"2827","41502","415",17,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2828","41502","415",17,2,1,0,0,1,1,1,0,0,NA,NA,1
"2829","41502","415",17,1,0,0,0,1,1,1,0,0,NA,NA,1
"2830","41503","415",17,1,1,0,1,1,1,1,1,1,NA,NA,2
"2831","41503","415",17,0,0,NA,1,1,1,1,1,1,NA,NA,2
"2832","41504","415",17,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2833","41504","415",17,1,0,0,0,1,1,1,0,0,NA,NA,1
"2834","41505","415",17,2,1,0,0,1,1,1,1,1,NA,NA,2
"2835","41505","415",17,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2836","41505","415",17,1,0,0,0,0,1,1,0,0,NA,NA,1
"2837","41506","415",17,1,0,0,0,0,1,1,1,1,NA,NA,2
"2838","41506","415",17,2,0,0,0,0,1,1,0,0,NA,NA,1
"2839","41506","415",17,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2840","41507","415",17,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2841","41601","416",18,0,0,NA,0,0,1,1,0,0,NA,NA,1
"2842","41601","416",18,1,1,0,0,1,1,NA,NA,NA,1.03125,1,NA
"2843","41601","416",18,2,1,0,0,1,1,0,0,0,NA,NA,0
"2844","41602","416",18,1,0,0,0,1,1,NA,NA,NA,NA,1,NA
"2845","41602","416",18,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA
"2846","41602","416",18,2,1,0,0,0,1,0,0,0,0.8333334,1,0
"2847","41603","416",18,1,1,0,0,1,1,1,0,0,0.4375,0.1428571,1
"2848","41603","416",18,2,0,0,0,0,1,1,0,0,NA,NA,1
"2849","41603","416",18,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2850","41604","416",18,2,0,0,0,0,1,1,0,0,1.5,1,1
"2851","41604","416",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2852","41604","416",18,1,1,0,0,1,1,1,0,0,1,1,1
"2853","41605","416",18,0,1,NA,1,0,1,1,0,0,NA,NA,1
"2854","41605","416",18,2,0,0,0,0,1,1,1,1,0.25,0.4285714,2
"2855","41605","416",18,1,0,0,0,0,1,1,1,1,1,1,2
"2856","41606","416",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2857","41606","416",18,2,1,0,0,1,0,1,0,0,1.5,1,1
"2858","41606","416",18,1,1,0,0,0,1,NA,NA,NA,1.03125,1,NA
"2859","41607","416",18,1,1,0,1,1,1,1,1,1,0.7222222,1,2
"2860","41607","416",18,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA
"2861","41701","417",18,1,1,0,1,0,1,1,1,1,NA,NA,2
"2862","41701","417",18,2,1,1,0,0,1,1,0,0,NA,NA,1
"2863","41701","417",18,0,0,NA,0,0,1,1,0,0,NA,NA,1
"2864","41702","417",18,1,1,1,0,1,1,1,0,0,NA,NA,1
"2865","41702","417",18,2,0,1,0,0,1,1,0,0,NA,NA,1
"2866","41702","417",18,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2867","41703","417",18,2,1,1,0,1,1,1,0,0,NA,NA,1
"2868","41703","417",18,1,1,1,0,0,1,1,0,0,NA,NA,1
"2869","41703","417",18,0,0,NA,1,1,1,1,0,0,NA,NA,1
"2870","41704","417",18,2,1,1,0,0,1,1,0,0,NA,NA,1
"2871","41704","417",18,1,1,1,0,0,1,1,0,0,NA,NA,1
"2872","41704","417",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2873","41705","417",18,0,1,NA,1,1,1,1,1,1,NA,NA,2
"2874","41705","417",18,1,1,1,1,1,1,1,0,0,NA,NA,1
"2875","41705","417",18,2,1,1,1,1,1,1,1,1,NA,NA,2
"2876","41706","417",18,1,1,1,0,1,1,1,0,0,NA,NA,1
"2877","41706","417",18,2,1,1,0,0,1,1,0,0,NA,NA,1
"2878","41706","417",18,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2879","41707","417",18,0,0,NA,1,1,1,1,0,0,NA,NA,1
"2880","41707","417",18,2,0,0,1,1,1,1,0,0,NA,NA,1
"2881","41707","417",18,1,1,1,1,1,1,1,0,0,NA,NA,1
"2882","41708","417",18,1,1,0,0,1,1,1,0,0,NA,NA,1
"2883","41708","417",18,2,0,0,0,1,1,1,1,1,NA,NA,2
"2884","41708","417",18,0,0,NA,1,1,1,1,0,0,NA,NA,1
"2885","41801","418",18,0,1,NA,0,0,1,1,1,1,NA,NA,2
"2886","41801","418",18,1,1,0,0,1,1,1,0,0,NA,NA,1
"2887","41801","418",18,2,1,0,0,1,1,1,0,0,NA,NA,1
"2888","41802","418",18,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA
"2889","41802","418",18,2,1,0,0,1,1,1,0,0,NA,NA,1
"2890","41802","418",18,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA
"2891","41803","418",18,2,0,0,0,0,1,1,0,0,NA,NA,1
"2892","41803","418",18,1,1,0,0,1,1,1,0,0,NA,NA,1
"2893","41803","418",18,0,0,NA,0,0,1,1,0,0,NA,NA,1
"2894","41804","418",18,2,1,0,0,0,1,1,1,1,NA,NA,2
"2895","41804","418",18,1,0,0,0,1,1,1,0,0,NA,NA,1
"2896","41804","418",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2897","41805","418",18,0,1,NA,0,1,1,1,1,1,NA,NA,2
"2898","41805","418",18,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"2899","41806","418",18,2,1,0,0,0,1,1,0,0,NA,NA,1
"2900","41806","418",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2901","41806","418",18,1,1,0,0,0,1,1,0,0,NA,NA,1
"2902","41807","418",18,2,1,0,0,0,1,1,0,0,NA,NA,1
"2903","41807","418",18,1,1,0,0,1,1,1,0,0,NA,NA,1
"2904","41807","418",18,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2905","41808","418",18,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2906","41808","418",18,1,1,0,0,0,1,1,0,0,NA,NA,1
"2907","41808","418",18,2,0,0,1,1,1,1,0,0,NA,NA,1
"2908","41901","419",18,2,0,0,1,1,1,1,0,0,NA,NA,1
"2909","41901","419",18,0,1,NA,0,0,1,1,1,1,NA,NA,2
"2910","41901","419",18,1,1,0,1,1,1,1,1,1,NA,NA,2
"2911","41902","419",18,1,1,0,0,1,0,1,0,0,NA,NA,1
"2912","41902","419",18,2,0,0,0,1,1,1,0,0,NA,NA,1
"2913","41902","419",18,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA
"2914","41903","419",18,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2915","41903","419",18,1,1,0,0,1,1,1,0,0,NA,NA,1
"2916","41903","419",18,2,0,0,0,1,1,1,0,0,NA,NA,1
"2917","41904","419",18,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA
"2918","41905","419",18,2,1,0,0,1,0,0,0,0,NA,NA,0
"2919","41905","419",18,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2920","41905","419",18,1,0,0,0,1,1,1,0,0,NA,NA,1
"2921","41906","419",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2922","41907","419",18,1,1,0,0,0,1,1,0,0,NA,NA,1
"2923","41907","419",18,2,0,0,0,0,1,1,0,0,NA,NA,1
"2924","41907","419",18,0,0,NA,NA,0,1,1,1,1,NA,NA,2
"2925","41908","419",18,2,0,0,0,1,1,1,1,1,NA,NA,2
"2926","41908","419",18,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2927","41908","419",18,1,1,0,0,0,0,1,0,0,NA,NA,1
"2928","42001","420",18,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2929","42002","420",18,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2930","42002","420",18,1,1,1,1,1,1,1,1,1,NA,NA,2
"2931","42003","420",18,2,1,1,1,1,1,1,1,1,NA,NA,2
"2932","42003","420",18,0,0,NA,1,0,1,1,0,0,NA,NA,1
"2933","42003","420",18,1,1,1,1,1,1,1,1,1,NA,NA,2
"2934","42004","420",18,1,1,1,1,1,1,1,1,1,NA,NA,2
"2935","42004","420",18,2,1,1,1,1,1,1,1,1,NA,NA,2
"2936","42004","420",18,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2937","42005","420",18,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2938","42005","420",18,1,1,0,1,1,1,1,1,1,NA,NA,2
"2939","42005","420",18,2,1,1,1,1,1,1,1,1,NA,NA,2
"2940","42006","420",18,1,1,1,1,1,1,1,1,1,NA,NA,2
"2941","42006","420",18,2,1,1,1,1,1,1,1,1,NA,NA,2
"2942","42006","420",18,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2943","42007","420",18,1,1,1,1,1,1,1,1,1,NA,NA,2
"2944","42007","420",18,2,1,1,1,1,1,1,1,1,NA,NA,2
"2945","42007","420",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2946","42008","420",18,2,1,1,1,1,1,1,1,1,NA,NA,2
"2947","42008","420",18,1,1,1,1,1,1,1,1,1,NA,NA,2
"2948","42008","420",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2949","42101","421",18,0,1,NA,0,1,1,NA,NA,NA,NA,NA,NA
"2950","42101","421",18,2,1,0,1,1,1,1,0,0,NA,NA,1
"2951","42101","421",18,1,0,0,1,0,1,1,0,0,NA,NA,1
"2952","42102","421",18,2,0,0,1,1,1,1,1,1,NA,NA,2
"2953","42102","421",18,1,0,0,1,1,1,1,1,1,NA,NA,2
"2954","42102","421",18,0,1,NA,1,1,1,1,1,1,NA,NA,2
"2955","42103","421",18,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA
"2956","42103","421",18,2,1,0,1,1,1,1,0,0,NA,NA,1
"2957","42103","421",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2958","42104","421",18,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA
"2959","42105","421",18,1,1,0,1,1,1,1,0,0,NA,NA,1
"2960","42105","421",18,2,1,0,1,0,1,0,0,0,NA,NA,0
"2961","42105","421",18,0,1,NA,0,1,1,0,0,0,NA,NA,0
"2962","42106","421",18,1,0,0,1,1,1,1,0,0,NA,NA,1
"2963","42106","421",18,0,0,NA,0,0,1,1,0,0,NA,NA,1
"2964","42106","421",18,2,1,0,1,1,1,1,0,0,NA,NA,1
"2965","42107","421",18,0,0,NA,0,0,1,1,0,0,NA,NA,1
"2966","42107","421",18,2,0,0,1,1,1,1,1,1,NA,NA,2
"2967","42108","421",18,2,0,0,1,1,1,1,0,0,NA,NA,1
"2968","42108","421",18,0,0,NA,0,0,1,1,0,0,NA,NA,1
"2969","42108","421",18,1,0,0,1,1,1,1,0,0,NA,NA,1
"2970","42201","422",18,0,1,NA,1,1,1,1,1,1,NA,NA,2
"2971","42201","422",18,2,1,1,1,1,1,1,1,1,NA,NA,2
"2972","42202","422",18,1,1,1,1,1,1,1,1,1,0.8846154,1,2
"2973","42202","422",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2974","42202","422",18,2,1,1,1,1,1,1,1,1,0.5,1,2
"2975","42203","422",18,1,1,1,1,1,1,1,1,1,NA,0.8571429,2
"2976","42203","422",18,0,1,NA,NA,1,1,1,0,0,NA,NA,1
"2977","42203","422",18,2,1,1,1,1,1,1,1,1,1.5,1,2
"2978","42204","422",18,2,1,1,1,1,1,1,1,1,2,1,2
"2979","42204","422",18,1,1,1,1,1,1,1,0,0,NA,0.1428571,1
"2980","42204","422",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2981","42205","422",18,0,0,NA,0,1,1,1,0,0,NA,NA,1
"2982","42205","422",18,1,0,0,1,1,1,1,1,1,1.076923,1,2
"2983","42205","422",18,2,1,0,1,1,1,1,1,1,0.5,1,2
"2984","42206","422",18,2,1,1,1,1,1,1,0,0,NA,NA,1
"2985","42206","422",18,1,1,1,1,1,1,1,1,1,1.230769,1,2
"2986","42206","422",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2987","42207","422",18,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2988","42207","422",18,2,1,1,1,1,1,1,1,1,0.5,1,2
"2989","42207","422",18,1,1,1,1,1,1,1,1,1,NA,1,2
"2990","42208","422",18,1,1,0,1,1,1,1,1,1,NA,1,2
"2991","42208","422",18,2,1,0,1,1,1,1,1,1,2,1,2
"2992","42208","422",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"2993","42301","423",18,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2994","42301","423",18,1,1,0,0,1,1,1,1,1,NA,NA,2
"2995","42301","423",18,2,1,0,0,1,1,1,1,1,NA,NA,2
"2996","42302","423",18,2,1,0,0,0,1,1,1,1,NA,NA,2
"2997","42302","423",18,0,1,NA,0,1,1,1,0,0,NA,NA,1
"2998","42302","423",18,1,1,0,0,0,1,1,1,1,NA,NA,2
"2999","42303","423",18,1,1,0,0,0,1,1,1,1,NA,NA,2
"3000","42303","423",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3001","42303","423",18,2,1,0,0,0,1,1,1,1,NA,NA,2
"3002","42304","423",18,1,0,0,0,1,1,1,1,1,NA,NA,2
"3003","42304","423",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3004","42304","423",18,2,0,0,0,0,1,1,1,1,NA,NA,2
"3005","42305","423",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3006","42305","423",18,2,1,0,0,1,1,1,1,1,NA,NA,2
"3007","42305","423",18,1,1,0,0,1,1,1,1,1,NA,NA,2
"3008","42306","423",18,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3009","42306","423",18,2,1,0,0,1,1,1,1,1,NA,NA,2
"3010","42306","423",18,1,1,0,0,0,1,1,1,1,NA,NA,2
"3011","42307","423",18,2,0,0,0,1,1,1,1,1,NA,NA,2
"3012","42307","423",18,1,1,0,0,1,1,1,1,1,NA,NA,2
"3013","42307","423",18,0,1,NA,1,0,1,1,0,0,NA,NA,1
"3014","42401","424",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3015","42402","424",19,1,1,1,1,1,1,1,0,0,NA,1,1
"3016","42402","424",19,2,1,1,1,0,1,1,1,1,NA,1,2
"3017","42402","424",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3018","42403","424",19,1,1,1,1,1,1,0,0,0,1.041667,1,0
"3019","42403","424",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3020","42403","424",19,2,1,1,1,0,1,1,1,1,0.9833333,1,2
"3021","42404","424",19,1,1,1,1,1,1,1,1,1,1.041667,1,2
"3022","42404","424",19,2,1,1,1,1,1,1,1,1,0.96875,1,2
"3023","42404","424",19,0,1,NA,0,0,1,0,0,0,NA,NA,0
"3024","42405","424",19,0,1,NA,1,0,1,1,0,0,NA,NA,1
"3025","42405","424",19,1,1,1,1,1,1,1,1,1,0.7916666,1,2
"3026","42405","424",19,2,1,1,1,0,1,1,1,1,NA,1,2
"3027","42406","424",19,1,1,1,1,0,1,1,1,1,1.083333,NA,2
"3028","42406","424",19,2,1,1,1,1,1,1,1,1,NA,1,2
"3029","42406","424",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3030","42407","424",19,2,1,1,1,0,1,1,1,1,NA,NA,2
"3031","42407","424",19,1,1,1,1,1,1,1,1,1,NA,1,2
"3032","42407","424",19,0,1,NA,0,0,1,0,0,0,NA,NA,0
"3033","42501","425",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3034","42501","425",19,2,1,1,0,1,1,1,1,1,NA,NA,2
"3035","42502","425",19,2,1,0,1,0,1,1,1,1,NA,NA,2
"3036","42502","425",19,1,1,1,1,1,1,1,0,0,NA,NA,1
"3037","42502","425",19,0,1,NA,0,1,1,1,0,0,NA,NA,1
"3038","42503","425",19,2,1,1,1,1,1,1,1,1,NA,NA,2
"3039","42503","425",19,1,1,0,1,1,1,1,1,1,NA,NA,2
"3040","42503","425",19,0,1,NA,0,1,1,1,1,1,NA,NA,2
"3041","42504","425",19,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA
"3042","42504","425",19,1,1,1,1,0,1,1,1,1,NA,NA,2
"3043","42504","425",19,2,1,1,0,0,1,1,1,1,NA,NA,2
"3044","42505","425",19,1,1,1,1,1,1,1,1,1,NA,NA,2
"3045","42505","425",19,2,1,0,1,0,1,1,0,0,NA,NA,1
"3046","42505","425",19,0,0,NA,0,0,1,1,0,0,NA,NA,1
"3047","42506","425",19,0,1,NA,1,1,1,1,1,1,NA,NA,2
"3048","42506","425",19,1,1,0,1,1,1,1,1,1,NA,NA,2
"3049","42506","425",19,2,1,0,1,1,1,1,1,1,NA,NA,2
"3050","42507","425",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3051","42507","425",19,1,1,1,1,1,1,1,1,1,NA,NA,2
"3052","42507","425",19,2,1,1,1,1,1,1,1,1,NA,NA,2
"3053","42508","425",19,2,0,0,1,0,1,1,0,0,NA,NA,1
"3054","42508","425",19,0,1,NA,0,1,1,NA,NA,NA,NA,NA,NA
"3055","42601","426",19,0,1,NA,0,1,0,0,0,0,NA,NA,0
"3056","42602","426",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3057","42602","426",19,1,1,0,0,1,1,1,0,0,1,1,1
"3058","42602","426",19,2,1,0,NA,0,1,1,1,1,NA,1,2
"3059","42603","426",19,1,0,0,0,1,1,NA,NA,NA,1,1,NA
"3060","42603","426",19,0,1,NA,0,1,1,1,0,0,NA,NA,1
"3061","42603","426",19,2,1,0,0,1,1,0,0,0,NA,1,0
"3062","42604","426",19,1,1,0,0,0,1,NA,NA,NA,1.090909,1,NA
"3063","42604","426",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3064","42604","426",19,2,1,0,0,0,0,0,0,0,NA,1,0
"3065","42605","426",19,0,1,NA,NA,0,0,1,0,0,NA,NA,1
"3066","42606","426",19,0,1,NA,0,1,1,1,0,0,NA,NA,1
"3067","42607","426",19,0,0,NA,1,0,1,1,0,0,NA,NA,1
"3068","42607","426",19,2,1,0,1,1,1,1,0,0,0.046875,NA,1
"3069","42607","426",19,1,0,0,0,1,1,1,0,0,NA,1,1
"3070","42608","426",19,0,0,NA,0,1,1,1,0,0,NA,NA,1
"3071","42701","427",19,0,0,NA,0,1,1,1,0,0,NA,NA,1
"3072","42701","427",19,2,0,0,1,1,1,1,0,0,NA,NA,1
"3073","42701","427",19,1,1,0,1,1,1,1,0,0,NA,NA,1
"3074","42702","427",19,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA
"3075","42702","427",19,0,1,NA,0,1,0,1,0,0,NA,NA,1
"3076","42702","427",19,2,1,0,1,1,1,1,0,0,NA,NA,1
"3077","42703","427",19,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA
"3078","42704","427",19,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA
"3079","42704","427",19,2,0,0,1,1,1,1,0,0,NA,NA,1
"3080","42704","427",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3081","42705","427",19,2,0,0,1,1,1,1,0,0,NA,NA,1
"3082","42705","427",19,0,0,NA,0,1,1,1,0,0,NA,NA,1
"3083","42705","427",19,1,0,0,1,1,1,1,0,0,NA,NA,1
"3084","42706","427",19,0,0,NA,0,1,1,1,0,0,NA,NA,1
"3085","42706","427",19,2,0,0,1,1,1,1,0,0,NA,NA,1
"3086","42706","427",19,1,0,0,1,1,1,1,0,0,NA,NA,1
"3087","42707","427",19,2,0,0,1,0,1,1,0,0,NA,NA,1
"3088","42707","427",19,1,0,0,1,1,1,1,0,0,NA,NA,1
"3089","42707","427",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3090","42708","427",19,2,1,0,1,1,1,1,0,0,NA,NA,1
"3091","42708","427",19,1,0,0,1,1,1,1,0,0,NA,NA,1
"3092","42708","427",19,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA
"3093","42801","428",19,1,1,1,0,1,1,1,0,0,NA,NA,1
"3094","42801","428",19,2,1,1,0,0,1,1,0,0,NA,NA,1
"3095","42801","428",19,0,1,NA,0,0,1,0,0,0,NA,NA,0
"3096","42802","428",19,0,1,NA,NA,0,1,1,0,0,NA,NA,1
"3097","42803","428",19,1,1,NA,0,1,1,NA,NA,NA,NA,NA,NA
"3098","42803","428",19,2,1,1,0,0,1,1,0,0,NA,NA,1
"3099","42803","428",19,0,1,NA,0,0,1,0,0,0,NA,NA,0
"3100","42804","428",19,0,1,NA,0,0,1,0,0,0,NA,NA,0
"3101","42804","428",19,1,1,1,1,1,1,1,0,0,NA,NA,1
"3102","42804","428",19,2,1,1,1,0,1,1,1,1,NA,NA,2
"3103","42805","428",19,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA
"3104","42805","428",19,2,1,1,0,0,1,0,0,0,NA,NA,0
"3105","42805","428",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
"3106","42806","428",19,2,1,1,0,0,1,1,0,0,NA,NA,1
"3107","42806","428",19,0,1,NA,0,1,0,NA,NA,NA,NA,NA,NA
"3108","42806","428",19,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA
"3109","42807","428",19,0,1,NA,0,0,1,1,0,0,NA,NA,1
